"domain","table","column","type","db_type","nullable","is_primary_key","is_unique","is_foreign_key","references","default","description"
"Materials & equipment","stock_movement","reason","String","","yes","no","no","no","","",""
"Materials & equipment","stock_movement","transferGroupId","String","","yes","no","no","no","","","pairs the out/in legs of a TRANSFER"
"Materials & equipment","stock_movement","bottlingRunId","String","","yes","no","no","yes","bottling_run(id)","",""
"Materials & equipment","supply_consumption","tenantId","String","","no","no","no","yes","supply_lot(tenantId id)","""""",""
"Materials & equipment","supply_consumption","id","String","","no","yes","no","no","","cuid()",""
"Materials & equipment","supply_consumption","operationId","Int","","no","no","no","yes","lot_operation(tenantId id)","",""
"Materials & equipment","supply_consumption","supplyLotId","String","","no","no","no","yes","supply_lot(tenantId id)","",""
"Materials & equipment","supply_consumption","qty","Decimal","Decimal(18, 6)","no","no","no","no","","",""
"Materials & equipment","supply_consumption","unitCost","Decimal","Decimal(18, 8)","yes","no","no","no","","","snapshot of the supply lot's unit cost (NULL = unknown, D14)"
"Materials & equipment","supply_consumption","extendedCost","Decimal","Decimal(18, 8)","yes","no","no","no","","","qty × unitCost (NULL when unitCost unknown)"
"Materials & equipment","supply_consumption","methodUsed","CostingMethod","","no","no","no","no","","",""
"Materials & equipment","supply_consumption","basisCompleteness","CostBasisCompleteness","","no","no","no","no","","KNOWN",""
"Materials & equipment","supply_consumption","policyVersion","Int","","no","no","no","no","","1",""
"Materials & equipment","supply_consumption","reversalOfConsumptionId","String","","yes","no","no","no","","","set on the negation row that reverses another consumption (Unit 11)"
"Materials & equipment","supply_consumption","createdAt","DateTime","","no","no","no","no","","now()",""
"Materials & equipment","supply_lot","tenantId","String","","no","no","no","yes","vendor(tenantId id)","""""",""
"Materials & equipment","supply_lot","id","String","","no","yes","no","no","","cuid()",""
"Materials & equipment","supply_lot","materialId","String","","no","no","no","yes","cellar_material(tenantId id)","",""
"Materials & equipment","supply_lot","qtyReceived","Decimal","Decimal(18, 6)","no","no","no","no","","",""
"Materials & equipment","supply_lot","qtyRemaining","Decimal","Decimal(18, 6)","no","no","no","no","","",""
"Materials & equipment","supply_lot","stockUnit","String","","no","no","no","no","","","snapshot of the unit these quantities are held in (g | kg | mL | L | unit …)"
"Materials & equipment","supply_lot","unitCost","Decimal","Decimal(18, 8)","yes","no","no","no","","","per stockUnit; NULL = unknown cost (D14). Plan 073: ALWAYS in the tenant BASE currency — the roll-up basis; a foreign invoice is converted at receipt (never revalued)."
"Materials & equipment","supply_lot","currency","String","","no","no","no","no","","""USD""","Plan 073: the BASE currency (== tenant base); the foreign figures live below for audit only"
"Materials & equipment","supply_lot","foreignUnitCost","Decimal","Decimal(18, 8)","yes","no","no","no","","","Plan 073: immutable foreign-invoice provenance (historical cost, IAS 21 — stored for audit/reversal, NEVER enters the roll-up). All null for a base-currency receipt. per stockUnit in the invoice (foreign) currency"
"Materials & equipment","supply_lot","foreignCurrency","String","","yes","no","no","no","","","the invoice currency (e.g. ""EUR"")"
"Materials & equipment","supply_lot","fxRate","Decimal","Decimal(18, 8)","yes","no","no","no","","","base per 1 foreign at receipt (unitCost == foreignUnitCost × fxRate)"
"Materials & equipment","supply_lot","fxRateDate","DateTime","","yes","no","no","no","","","the ECB publication date the rate was for"
"Materials & equipment","supply_lot","fxRateSource","String","","yes","no","no","no","","","e.g. ""ECB via Frankfurter"" or ""manual override"""
"Materials & equipment","supply_lot","receivedAt","DateTime","","no","no","no","no","","now()",""
"Materials & equipment","supply_lot","lotCode","String","","yes","no","no","no","","","supplier lot / PO reference"
"Materials & equipment","supply_lot","supplierNote","String","","yes","no","no","no","","",""
"Materials & equipment","supply_lot","expiresAt","DateTime","","yes","no","no","no","","","Plan 072: batch/lot expiry (attached from a COA by lot no.); nullable, RLS-neutral column add"
"Materials & equipment","supply_lot","vendorId","String","","yes","no","no","yes","vendor(tenantId id)","","Plan 069: per-purchase vendor — composite-tenant FK → vendor(tenantId,id) (raw SQL, K11)"
"Materials & equipment","supply_lot","locationId","String","","no","no","no","yes","location(tenantId id)","","Plan 080: physical location of this lot. CONTRACTED to NOT NULL in U13a (20260719180000_supplylot_location_not_null) once every writer — app paths AND the verify/seed scripts — stamped it and the backfill reached 0 nulls across all tenants. Composite-tenant FK (tenantId,locationId)→location(tenantId,id) in raw SQL (K11), NO Prisma relation (mirrors vendorId) so Location's back-relations stay untouched."
"Materials & equipment","supply_lot","splitFromLotId","String","","yes","no","no","no","","","Plan 080 U1: transfer lineage. When a transfer SPLITS a lot, the destination lot points back at the source lot here; provenance (LotDocument/expiry) is derived TRANSITIVELY through this edge (council S2 — never row-copy)."
"Materials & equipment","supply_lot","policyVersion","Int","","no","no","no","no","","1","costing-policy version at receipt (D17)"
"Materials & equipment","supply_lot","createdAt","DateTime","","no","no","no","no","","now()",""
"Materials & equipment","supply_lot","updatedAt","DateTime","","no","no","no","no","","",""
"Migration & audit","audit_log","tenantId","String","","no","no","no","yes","organization(id)","""""","Phase 12 tenant scope (nullable U2 -> backfill U3 -> NOT NULL U5); FK+RLS at DB level"
"Migration & audit","audit_log","id","String","","no","yes","no","no","","cuid()",""
"Migration & audit","audit_log","createdAt","DateTime","","no","no","no","no","","now()",""
"Migration & audit","audit_log","actorUserId","String","","yes","no","no","no","","",""
"Migration & audit","audit_log","actorEmail","String","","no","no","no","no","","",""
"Migration & audit","audit_log","action","AuditAction","","no","no","no","no","","",""
"Migration & audit","audit_log","entityType","String","","no","no","no","no","","",""
"Migration & audit","audit_log","entityId","String","","yes","no","no","no","","",""
"Migration & audit","audit_log","changes","Json","","yes","no","no","no","","",""
"Migration & audit","audit_log","summary","String","","no","no","no","no","","",""
"Migration & audit","audit_log","ipAddress","String","","yes","no","no","no","","",""
"Migration & audit","audit_log","userAgent","String","","yes","no","no","no","","",""
"Migration & audit","legacy_operation","tenantId","String","","no","no","no","yes","vessel(tenantId id)","""""",""
"Migration & audit","legacy_operation","id","String","","no","yes","no","no","","cuid()",""
"Migration & audit","legacy_operation","importBatchId","String","","no","no","no","yes","migration_import_batch(tenantId id)","",""
"Migration & audit","legacy_operation","sourceSystem","String","","no","no","no","no","","",""
"Migration & audit","legacy_operation","sourceDataset","String","","yes","no","no","no","","",""
"Migration & audit","legacy_operation","sourceObjectType","String","","yes","no","no","no","","",""
"Migration & audit","legacy_operation","sourceActionId","String","","no","no","no","no","","",""
"Migration & audit","legacy_operation","sourceActionType","String","","no","no","no","no","","",""
"Migration & audit","legacy_operation","subjectType","String","","yes","no","no","no","","",""
"Migration & audit","legacy_operation","occurredAt","DateTime","","yes","no","no","no","","",""
"Migration & audit","legacy_operation","sourceLotKey","String","","yes","no","no","no","","",""
"Migration & audit","legacy_operation","lotId","String","","yes","no","no","yes","lot(tenantId id)","",""
"Migration & audit","legacy_operation","lotCode","String","","yes","no","no","no","","",""
"Migration & audit","legacy_operation","sourceVesselKey","String","","yes","no","no","no","","",""
"Migration & audit","legacy_operation","vesselId","String","","yes","no","no","yes","vessel(tenantId id)","",""
"Migration & audit","legacy_operation","vesselCode","String","","yes","no","no","no","","",""
"Migration & audit","legacy_operation","volume","Decimal","Decimal(18, 6)","yes","no","no","no","","",""
"Migration & audit","legacy_operation","volumeUnit","String","","yes","no","no","no","","",""
"Migration & audit","legacy_operation","canonicalVolumeL","Decimal","Decimal(10, 2)","yes","no","no","no","","",""
"Migration & audit","legacy_operation","costAmount","Decimal","Decimal(18, 8)","yes","no","no","no","","",""
"Migration & audit","legacy_operation","costCurrency","String","","yes","no","no","no","","",""
"Migration & audit","legacy_operation","actorName","String","","yes","no","no","no","","",""
"Migration & audit","legacy_operation","note","String","","yes","no","no","no","","",""
"Migration & audit","legacy_operation","evidenceRef","String","","yes","no","no","no","","",""
"Migration & audit","legacy_operation","normalizedPayload","Json","","yes","no","no","no","","",""
"Migration & audit","legacy_operation","rawEvidence","Json","","yes","no","no","no","","",""
"Migration & audit","legacy_operation","publishedAt","DateTime","","yes","no","no","no","","",""
"Migration & audit","legacy_operation","createdAt","DateTime","","no","no","no","no","","now()",""
"Migration & audit","legacy_operation","updatedAt","DateTime","","no","no","no","no","","",""
"Migration & audit","migration_analysis_panel","tenantId","String","","no","no","no","yes","vessel(tenantId id)","""""",""
"Migration & audit","migration_analysis_panel","id","String","","no","yes","no","no","","cuid()",""
"Migration & audit","migration_analysis_panel","importBatchId","String","","no","no","no","yes","migration_import_batch(tenantId id)","",""
"Migration & audit","migration_analysis_panel","sourcePanelKey","String","","no","no","no","no","","",""
"Migration & audit","migration_analysis_panel","seedLotId","String","","no","no","no","yes","migration_seed_lot(tenantId id)","",""
"Migration & audit","migration_analysis_panel","sourceVesselKey","String","","yes","no","no","no","","",""
"Migration & audit","migration_analysis_panel","vesselId","String","","yes","no","no","yes","vessel(tenantId id)","",""
"Migration & audit","migration_analysis_panel","observedAt","DateTime","","no","no","no","no","","",""
"Migration & audit","migration_analysis_panel","enteredByEmail","String","","yes","no","no","no","","",""
"Migration & audit","migration_analysis_panel","note","String","","yes","no","no","no","","",""
"Migration & audit","migration_analysis_panel","publishedPanelId","String","","yes","no","no","yes","analysis_panel(tenantId id)","",""
"Migration & audit","migration_analysis_panel","createdAt","DateTime","","no","no","no","no","","now()",""
"Migration & audit","migration_analysis_panel","updatedAt","DateTime","","no","no","no","no","","",""
"Migration & audit","migration_analysis_reading","tenantId","String","","no","no","no","yes","migration_analysis_panel(tenantId id)","""""",""
"Migration & audit","migration_analysis_reading","id","String","","no","yes","no","no","","cuid()",""
"Migration & audit","migration_analysis_reading","importBatchId","String","","no","no","no","yes","migration_import_batch(tenantId id)","",""
"Migration & audit","migration_analysis_reading","panelId","String","","no","no","no","yes","migration_analysis_panel(tenantId id)","",""
"Migration & audit","migration_analysis_reading","sourceReadingKey","String","","yes","no","no","no","","",""
"Migration & audit","migration_analysis_reading","analyte","String","","no","no","no","no","","",""
"Migration & audit","migration_analysis_reading","value","Decimal","Decimal(12, 4)","no","no","no","no","","",""
"Migration & audit","migration_analysis_reading","unit","String","","no","no","no","no","","",""
"Migration & audit","migration_analysis_reading","createdAt","DateTime","","no","no","no","no","","now()",""
"Migration & audit","migration_analysis_reading","updatedAt","DateTime","","no","no","no","no","","",""
"Migration & audit","migration_entity_mapping","tenantId","String","","no","no","no","yes","organization(id)","""""",""
"Migration & audit","migration_entity_mapping","id","String","","no","yes","no","no","","cuid()",""
"Migration & audit","migration_entity_mapping","sourceSystem","String","","no","no","no","no","","",""
"Migration & audit","migration_entity_mapping","sourceDataset","String","","no","no","no","no","","",""
"Migration & audit","migration_entity_mapping","formatVersion","String","","yes","no","no","no","","",""
"Migration & audit","migration_entity_mapping","sourceObjectType","String","","no","no","no","no","","",""
"Migration & audit","migration_entity_mapping","sourceKey","String","","no","no","no","no","","",""
"Migration & audit","migration_entity_mapping","targetType","String","","no","no","no","no","","",""
"Migration & audit","migration_entity_mapping","targetId","String","","yes","no","no","no","","",""
"Migration & audit","migration_entity_mapping","targetCode","String","","yes","no","no","no","","",""
"Migration & audit","migration_entity_mapping","resolution","Json","","yes","no","no","no","","",""
"Migration & audit","migration_entity_mapping","confirmedById","String","","yes","no","no","no","","",""
"Migration & audit","migration_entity_mapping","confirmedByEmail","String","","yes","no","no","no","","",""
"Migration & audit","migration_entity_mapping","createdAt","DateTime","","no","no","no","no","","now()",""
"Migration & audit","migration_entity_mapping","updatedAt","DateTime","","no","no","no","no","","",""
"Migration & audit","migration_field_mapping","tenantId","String","","no","no","no","yes","organization(id)","""""",""
"Migration & audit","migration_field_mapping","id","String","","no","yes","no","no","","cuid()",""
"Migration & audit","migration_field_mapping","sourceSystem","String","","no","no","no","no","","",""
"Migration & audit","migration_field_mapping","sourceDataset","String","","no","no","no","no","","",""
"Migration & audit","migration_field_mapping","formatVersion","String","","yes","no","no","no","","",""
"Migration & audit","migration_field_mapping","sourceObjectType","String","","no","no","no","no","","",""
"Migration & audit","migration_field_mapping","sourceField","String","","no","no","no","no","","",""
"Migration & audit","migration_field_mapping","targetField","String","","no","no","no","no","","",""
"Migration & audit","migration_field_mapping","transform","Json","","yes","no","no","no","","",""
"Migration & audit","migration_field_mapping","confirmedById","String","","yes","no","no","no","","",""
"Migration & audit","migration_field_mapping","confirmedByEmail","String","","yes","no","no","no","","",""
"Migration & audit","migration_field_mapping","createdAt","DateTime","","no","no","no","no","","now()",""
"Migration & audit","migration_field_mapping","updatedAt","DateTime","","no","no","no","no","","",""
"Migration & audit","migration_import_batch","tenantId","String","","no","no","no","yes","organization(id)","""""",""
"Migration & audit","migration_import_batch","id","String","","no","yes","no","no","","cuid()",""
"Migration & audit","migration_import_batch","sourceSystem","String","","no","no","no","no","","",""
"Migration & audit","migration_import_batch","sourceName","String","","yes","no","no","no","","",""
"Migration & audit","migration_import_batch","formatVersion","String","","yes","no","no","no","","",""
"Migration & audit","migration_import_batch","status","String","","no","no","no","no","","""DRAFT""",""
"Migration & audit","migration_import_batch","cutoverAt","DateTime","","no","no","no","no","","",""
"Migration & audit","migration_import_batch","sourceManifest","Json","","no","no","no","no","","",""
"Migration & audit","migration_import_batch","mappingSnapshot","Json","","yes","no","no","no","","",""
"Migration & audit","migration_import_batch","reconciliationSnapshot","Json","","yes","no","no","no","","",""
"Migration & audit","migration_import_batch","createdById","String","","yes","no","no","no","","",""
"Migration & audit","migration_import_batch","createdByEmail","String","","yes","no","no","no","","",""
"Migration & audit","migration_import_batch","signedOffById","String","","yes","no","no","no","","",""
"Migration & audit","migration_import_batch","signedOffByEmail","String","","yes","no","no","no","","",""
"Migration & audit","migration_import_batch","signedOffAt","DateTime","","yes","no","no","no","","",""
"Migration & audit","migration_import_batch","publishedById","String","","yes","no","no","no","","",""
"Migration & audit","migration_import_batch","publishedByEmail","String","","yes","no","no","no","","",""
"Migration & audit","migration_import_batch","publishedAt","DateTime","","yes","no","no","no","","",""
"Migration & audit","migration_import_batch","discardedAt","DateTime","","yes","no","no","no","","",""
"Migration & audit","migration_import_batch","createdAt","DateTime","","no","no","no","no","","now()",""
"Migration & audit","migration_import_batch","updatedAt","DateTime","","no","no","no","no","","",""
"Migration & audit","migration_reconciliation_item","tenantId","String","","no","no","no","yes","migration_import_batch(tenantId id)","""""",""
"Migration & audit","migration_reconciliation_item","id","String","","no","yes","no","no","","cuid()",""
"Migration & audit","migration_reconciliation_item","importBatchId","String","","no","no","no","yes","migration_import_batch(tenantId id)","",""
"Migration & audit","migration_reconciliation_item","kind","String","","no","no","no","no","","",""
"Migration & audit","migration_reconciliation_item","subjectType","String","","no","no","no","no","","",""
"Migration & audit","migration_reconciliation_item","subjectKey","String","","no","no","no","no","","",""
"Migration & audit","migration_reconciliation_item","label","String","","no","no","no","no","","",""
"Migration & audit","migration_reconciliation_item","expectedValue","Decimal","Decimal(18, 6)","yes","no","no","no","","",""
"Migration & audit","migration_reconciliation_item","actualValue","Decimal","Decimal(18, 6)","yes","no","no","no","","",""
"Migration & audit","migration_reconciliation_item","deltaValue","Decimal","Decimal(18, 6)","yes","no","no","no","","",""
"Migration & audit","migration_reconciliation_item","unit","String","","yes","no","no","no","","",""
"Migration & audit","migration_reconciliation_item","severity","String","","no","no","no","no","","",""
"Migration & audit","migration_reconciliation_item","status","String","","no","no","no","no","","""OPEN""",""
"Migration & audit","migration_reconciliation_item","message","String","","no","no","no","no","","",""
"Migration & audit","migration_reconciliation_item","acceptedReason","String","","yes","no","no","no","","",""
"Migration & audit","migration_reconciliation_item","acceptedById","String","","yes","no","no","no","","",""
"Migration & audit","migration_reconciliation_item","acceptedByEmail","String","","yes","no","no","no","","",""
"Migration & audit","migration_reconciliation_item","acceptedAt","DateTime","","yes","no","no","no","","",""
"Migration & audit","migration_reconciliation_item","createdAt","DateTime","","no","no","no","no","","now()",""
"Migration & audit","migration_reconciliation_item","updatedAt","DateTime","","no","no","no","no","","",""
"Migration & audit","migration_seed_lot","tenantId","String","","no","no","no","yes","migration_import_batch(tenantId id)","""""",""
"Migration & audit","migration_seed_lot","id","String","","no","yes","no","no","","cuid()",""
"Migration & audit","migration_seed_lot","importBatchId","String","","no","no","no","yes","migration_import_batch(tenantId id)","",""
"Migration & audit","migration_seed_lot","sourceLotKey","String","","no","no","no","no","","",""
"Migration & audit","migration_seed_lot","sourceSystemId","String","","yes","no","no","no","","",""
"Migration & audit","migration_seed_lot","code","String","","no","no","no","no","","",""
"Migration & audit","migration_seed_lot","displayName","String","","yes","no","no","no","","",""
"Migration & audit","migration_seed_lot","form","String","","no","no","no","no","","",""
"Migration & audit","migration_seed_lot","productType","String","","yes","no","no","no","","",""
"Migration & audit","migration_seed_lot","carbonation","String","","yes","no","no","no","","",""
"Migration & audit","migration_seed_lot","declaredTaxClass","String","","yes","no","no","no","","",""
"Migration & audit","migration_seed_lot","vintageYear","Int","","yes","no","no","no","","",""
"Migration & audit","migration_seed_lot","originVineyardName","String","","yes","no","no","no","","",""
"Migration & audit","migration_seed_lot","originBlockName","String","","yes","no","no","no","","",""
"Migration & audit","migration_seed_lot","originVarietyName","String","","yes","no","no","no","","",""
"Migration & audit","migration_seed_lot","legacySnapshot","Json","","yes","no","no","no","","",""
"Migration & audit","migration_seed_lot","status","String","","no","no","no","no","","""READY""",""
"Migration & audit","migration_seed_lot","resolvedCode","String","","yes","no","no","no","","",""
"Migration & audit","migration_seed_lot","resolvedExistingLotId","String","","yes","no","no","no","","",""
"Migration & audit","migration_seed_lot","createdAt","DateTime","","no","no","no","no","","now()",""
"Migration & audit","migration_seed_lot","updatedAt","DateTime","","no","no","no","no","","",""
"Migration & audit","migration_seed_position","tenantId","String","","no","no","no","yes","vessel(tenantId id)","""""",""
"Migration & audit","migration_seed_position","id","String","","no","yes","no","no","","cuid()",""
"Migration & audit","migration_seed_position","importBatchId","String","","no","no","no","yes","migration_import_batch(tenantId id)","",""
"Migration & audit","migration_seed_position","seedLotId","String","","no","no","no","yes","migration_seed_lot(tenantId id)","",""
"Migration & audit","migration_seed_position","sourcePositionKey","String","","no","no","no","no","","",""
"Migration & audit","migration_seed_position","sourceVesselKey","String","","no","no","no","no","","",""
"Migration & audit","migration_seed_position","vesselId","String","","yes","no","no","yes","vessel(tenantId id)","",""
"Migration & audit","migration_seed_position","vesselCode","String","","no","no","no","no","","",""
"Migration & audit","migration_seed_position","accountType","String","","no","no","no","no","","""VESSEL""",""
"Migration & audit","migration_seed_position","volumeL","Decimal","Decimal(10, 2)","no","no","no","no","","",""
"Migration & audit","migration_seed_position","bondId","String","","yes","no","no","yes","bond(tenantId id)","",""
"Migration & audit","migration_seed_position","costAmount","Decimal","Decimal(18, 8)","yes","no","no","no","","",""
"Migration & audit","migration_seed_position","costCurrency","String","","yes","no","no","no","","",""
"Migration & audit","migration_seed_position","costCompleteness","String","","no","no","no","no","","""UNKNOWN""",""
"Migration & audit","migration_seed_position","publishedOperationId","Int","","yes","no","no","yes","lot_operation(tenantId id)","",""
"Migration & audit","migration_seed_position","createdAt","DateTime","","no","no","no","no","","now()",""
"Migration & audit","migration_seed_position","updatedAt","DateTime","","no","no","no","no","","",""
"Spray & pest","latent_infection_event","tenantId","String","","no","no","no","yes","organization(id)","""""","Phase 12 tenant scope; FK+RLS at DB level"
"Spray & pest","latent_infection_event","id","String","","no","yes","no","no","","cuid()","immutable row identity, one per append"
"Spray & pest","latent_infection_event","logicalEventId","String","","no","no","no","no","","","the event STREAM (council C4)"
"Spray & pest","latent_infection_event","seq","Int","","no","no","no","no","","","1-based append ordinal; unique per stream, so MAX(seq) is race-safe"
"Spray & pest","latent_infection_event","blockId","String","","no","no","no","yes","vineyard_block(tenantId id)","","composite FK → vineyard_block(tenantId, id) (raw SQL, K11)"
"Spray & pest","latent_infection_event","pathogen","InfectionPathogen","","no","no","no","no","","",""
"Spray & pest","latent_infection_event","hostOrgan","InfectionHostOrgan","","no","no","no","no","","","first-class discriminator, not a detail (KD-3a)"
"Spray & pest","latent_infection_event","status","InfectionEventStatus","","no","no","no","no","","","the state THIS append asserts; no SUPERSEDED value — that is derived"
"Spray & pest","latent_infection_event","resolutionKind","InfectionResolutionKind","","no","no","no","no","","",""
"Spray & pest","latent_infection_event","infectionOccurredOn","DateTime","Date","no","no","no","no","","",""
"Spray & pest","latent_infection_event","symptomExpectedAt","DateTime","Date","yes","no","no","no","","","KD-3b — ""visible"" and ""infectious"" are different states and only one is what a scout sees. Each carries its own projection kind: NEVER encode epistemic state in a null (council C7)."
"Spray & pest","latent_infection_event","symptomProjectionKind","InfectionProjectionKind","","no","no","no","no","","",""
"Spray & pest","latent_infection_event","symptomBasis","String","","yes","no","no","no","","",""
"Spray & pest","latent_infection_event","infectiousExpectedAt","DateTime","Date","yes","no","no","no","","",""
"Spray & pest","latent_infection_event","infectiousProjectionKind","InfectionProjectionKind","","no","no","no","no","","",""
"Spray & pest","latent_infection_event","infectiousBasis","String","","yes","no","no","no","","",""
"Spray & pest","latent_infection_event","latentShortDays","Int","","yes","no","no","no","","","FIXED_WINDOW arm. KD-4: the two bounds are used in OPPOSITE directions on purpose — latentShortDays projects infectiousExpectedAt (assuming later under-warns), latentLongDays drives expiresOn (closing earlier declares a block clean prematurely). Never averaged."
"Spray & pest","latent_infection_event","latentLongDays","Int","","yes","no","no","no","","",""
"Spray & pest","latent_infection_event","expiresOn","DateTime","Date","yes","no","no","no","","",""
"Spray & pest","latent_infection_event","resolvedOn","DateTime","Date","yes","no","no","no","","",""
"Spray & pest","latent_infection_event","resolutionNote","String","","yes","no","no","no","","",""
"Spray & pest","latent_infection_event","supersedesRowId","String","","yes","no","no","yes","latent_infection_event(tenantId id)","","self-FK NO ACTION (SET NULL would fire the immutability trigger mid-purge)"
"Spray & pest","latent_infection_event","reversesRowId","String","","yes","no","no","yes","latent_infection_event(tenantId id)","",""
"Spray & pest","latent_infection_event","evidenceSource","InfectionEvidenceSource","","no","no","no","no","","",""
"Spray & pest","latent_infection_event","observationRef","String","","yes","no","no","no","","","opaque id only — no personal data ever enters this payload (D19)"
"Spray & pest","latent_infection_event","commandId","String","","no","no","no","no","","","idempotency: same commandId + same hash returns the original row (C5)"
"Spray & pest","latent_infection_event","requestHash","String","","no","no","no","no","","",""
"Spray & pest","latent_infection_event","enteredById","String","","yes","no","no","no","","",""
"Spray & pest","latent_infection_event","enteredByEmail","String","","no","no","no","no","","",""
"Spray & pest","latent_infection_event","enteredAt","DateTime","","no","no","no","no","","now()",""
"Spray & pest","latent_infection_event","createdAt","DateTime","","no","no","no","no","","now()",""
"Spray & pest","legacy_spray_mapping","tenantId","String","","no","no","no","yes","organization(id)","""""","Phase 12 tenant scope; FK+RLS at DB level"
"Spray & pest","legacy_spray_mapping","id","String","","no","yes","no","no","","cuid()",""
"Spray & pest","legacy_spray_mapping","normalizedName","String","","no","no","no","no","","","via the existing normalizeInputKey"
"Spray & pest","legacy_spray_mapping","displayName","String","","no","no","no","no","","",""
"Spray & pest","legacy_spray_mapping","epaRegistrationNumber","String","","yes","no","no","no","","",""
"Spray & pest","legacy_spray_mapping","productName","String","","yes","no","no","no","","",""
"Spray & pest","legacy_spray_mapping","status","LegacySprayMappingStatus","","no","no","no","no","","SUGGESTED",""
"Spray & pest","legacy_spray_mapping","suggestionBasis","String","","no","no","no","no","","","deterministic rule name — never an LLM"
"Spray & pest","legacy_spray_mapping","confirmedById","String","","yes","no","no","no","","",""
"Spray & pest","legacy_spray_mapping","confirmedByEmail","String","","yes","no","no","no","","",""
"Spray & pest","legacy_spray_mapping","confirmedAt","DateTime","","yes","no","no","no","","",""
"Spray & pest","legacy_spray_mapping","note","String","","yes","no","no","no","","",""
"Spray & pest","legacy_spray_mapping","createdAt","DateTime","","no","no","no","no","","now()",""
"Spray & pest","legacy_spray_mapping","updatedAt","DateTime","","no","no","no","no","","",""
"Spray & pest","pesticide_active_ingredient","id","String","","no","yes","no","no","","cuid()",""
"Spray & pest","pesticide_active_ingredient","pcCode","String","","yes","no","no","no","","","durable EPA PC code; partial unique WHERE NOT NULL (hand-added)"
"Spray & pest","pesticide_active_ingredient","casNumber","String","","yes","no","no","no","","",""
"Spray & pest","pesticide_active_ingredient","name","String","","no","no","no","no","","","verbatim APPRIL string — identity, never rewritten"
"Spray & pest","pesticide_active_ingredient","normalizedName","String","","no","no","no","no","","","lowercased/whitespace-collapsed for exact-normalized joins"
"Spray & pest","pesticide_active_ingredient","parentActiveIngredientId","String","","yes","no","no","yes","pesticide_active_ingredient(id)","","curated salt/ester/copper collapse target (G5) — assignment only"
"Spray & pest","pesticide_active_ingredient","lastSeenRevisionId","String","","yes","no","no","no","","",""
"Spray & pest","pesticide_active_ingredient","createdAt","DateTime","","no","no","no","no","","now()",""
"Spray & pest","pesticide_active_ingredient","updatedAt","DateTime","","no","no","no","no","","",""
"Spray & pest","pesticide_data_revision","id","String","","no","yes","no","no","","cuid()",""
"Spray & pest","pesticide_data_revision","status","PesticideRevisionStatus","","no","no","no","no","","RUNNING",""
"Spray & pest","pesticide_data_revision","startedAt","DateTime","","no","no","no","no","","now()",""
"Spray & pest","pesticide_data_revision","completedAt","DateTime","","yes","no","no","no","","",""
"Spray & pest","pesticide_data_revision","apprilAsOf","DateTime","","yes","no","no","no","","",""
"Spray & pest","pesticide_data_revision","cdprAsOf","DateTime","","yes","no","no","no","","",""
"Spray & pest","pesticide_data_revision","resistanceArtifactSha256","String","","yes","no","no","no","","",""
"Spray & pest","pesticide_data_revision","summary","Json","","yes","no","no","no","","",""
"Spray & pest","pesticide_pest_category","code","String","","no","yes","no","no","","","the 2-char DPR code: ""C0"", ""E9"", ""M1"""
"Spray & pest","pesticide_pest_category","name","String","","no","no","no","no","","","""FUNGI"", ""BEETLES-COLEOPTERA (WEEVIL, BORER, WIREWORM)"""
"Spray & pest","pesticide_pest_category","sourceUrl","String","","no","no","no","no","","",""
"Spray & pest","pesticide_pest_category","sourceAsOf","DateTime","","no","no","no","no","","",""
"Spray & pest","pesticide_pest_category","revisionId","String","","yes","no","no","no","","","K14 mark-and-sweep watermark"
"Spray & pest","pesticide_pest_category","createdAt","DateTime","","no","no","no","no","","now()",""
"Spray & pest","pesticide_pest_category","updatedAt","DateTime","","no","no","no","no","","",""
"Spray & pest","pesticide_product","id","String","","no","yes","no","no","","cuid()",""
"Spray & pest","pesticide_product","epaRegNumber","String","","yes","no","no","no","","","canonical form; partial unique WHERE NOT NULL (hand-added)"
"Spray & pest","pesticide_product","caRegNumber","String","","yes","no","no","no","","","S2b schema room; partial unique WHERE NOT NULL (hand-added)"
"Spray & pest","pesticide_product","productName","String","","no","no","no","no","","",""
"Spray & pest","pesticide_product","companyName","String","","yes","no","no","no","","",""
"Spray & pest","pesticide_product","labelDate","DateTime","","yes","no","no","no","","","attribute only — S2b owns product versioning; this is NOT a version key (C13)"
"Spray & pest","pesticide_product","registrationStatus","String","","yes","no","no","no","","","raw source status string (APPRIL) — never interpreted, only displayed"
"Spray & pest","pesticide_product","sourceStatus","PesticideSourceStatus","","no","no","no","no","","ACTIVE","K14 sweep target"
"Spray & pest","pesticide_product","labelNames","String[]","","no","no","no","no","","[]",""
"Spray & pest","pesticide_product","pestCategoryRaw","String","","yes","no","no","no","","","raw PEST_CAT; NULL means UNKNOWN, not ""no category"" — 317 grape rows are blank"
"Spray & pest","pesticide_product","lastSeenRevisionId","String","","yes","no","no","no","","",""
"Spray & pest","pesticide_product","createdAt","DateTime","","no","no","no","no","","now()",""
"Spray & pest","pesticide_product","updatedAt","DateTime","","no","no","no","no","","",""
"Spray & pest","pesticide_product_condition","id","String","","no","yes","no","no","","cuid()",""
"Spray & pest","pesticide_product_condition","factsId","String","","no","no","no","yes","pesticide_product_facts(id)","",""
"Spray & pest","pesticide_product_condition","conditionKind","PesticideConditionKind","","no","no","no","no","","",""
