"domain","table","column","type","db_type","nullable","is_primary_key","is_unique","is_foreign_key","references","default","description"
"Identity & access","voice_profile","updatedAt","DateTime","","no","no","no","no","","",""
"Inbox","direct_message","tenantId","String","","no","no","no","yes","direct_message_thread(tenantId id)","""""",""
"Inbox","direct_message","id","String","","no","yes","no","no","","cuid()",""
"Inbox","direct_message","threadId","String","","no","no","no","yes","direct_message_thread(tenantId id)","",""
"Inbox","direct_message","senderUserId","String","","no","no","no","yes","user(id)","",""
"Inbox","direct_message","senderEmail","String","","no","no","no","no","","",""
"Inbox","direct_message","body","String","","no","no","no","no","","",""
"Inbox","direct_message","createdAt","DateTime","","no","no","no","no","","now()",""
"Inbox","direct_message_attachment","tenantId","String","","no","no","no","yes","organization(id)","""""",""
"Inbox","direct_message_attachment","id","String","","no","yes","no","no","","cuid()",""
"Inbox","direct_message_attachment","messageId","String","","no","no","no","yes","direct_message(tenantId id)","",""
"Inbox","direct_message_attachment","filename","String","","no","no","no","no","","",""
"Inbox","direct_message_attachment","contentType","String","","no","no","no","no","","",""
"Inbox","direct_message_attachment","byteSize","Int","","no","no","no","no","","",""
"Inbox","direct_message_attachment","width","Int","","yes","no","no","no","","",""
"Inbox","direct_message_attachment","height","Int","","yes","no","no","no","","",""
"Inbox","direct_message_attachment","sha256","String","","no","no","no","no","","",""
"Inbox","direct_message_attachment","blobUrl","String","","no","no","no","no","","",""
"Inbox","direct_message_attachment","createdAt","DateTime","","no","no","no","no","","now()",""
"Inbox","direct_message_thread","tenantId","String","","no","no","no","yes","organization(id)","""""",""
"Inbox","direct_message_thread","id","String","","no","yes","no","no","","cuid()",""
"Inbox","direct_message_thread","subject","String","","yes","no","no","no","","",""
"Inbox","direct_message_thread","createdByUserId","String","","no","no","no","yes","user(id)","",""
"Inbox","direct_message_thread","userAId","String","","no","no","no","yes","user(id)","",""
"Inbox","direct_message_thread","userAEmail","String","","no","no","no","no","","",""
"Inbox","direct_message_thread","userBId","String","","no","no","no","yes","user(id)","",""
"Inbox","direct_message_thread","userBEmail","String","","no","no","no","no","","",""
"Inbox","direct_message_thread","lastMessageAt","DateTime","","no","no","no","no","","",""
"Inbox","direct_message_thread","createdAt","DateTime","","no","no","no","no","","now()",""
"Inbox","inbox_notification","tenantId","String","","no","no","no","yes","organization(id)","""""",""
"Inbox","inbox_notification","id","String","","no","yes","no","no","","cuid()",""
"Inbox","inbox_notification","recipientUserId","String","","no","no","no","yes","user(id)","",""
"Inbox","inbox_notification","recipientEmail","String","","no","no","no","no","","",""
"Inbox","inbox_notification","category","InboxCategory","","no","no","no","no","","",""
"Inbox","inbox_notification","kind","InboxKind","","no","no","no","no","","",""
"Inbox","inbox_notification","title","String","","no","no","no","no","","",""
"Inbox","inbox_notification","snippet","String","","no","no","no","no","","",""
"Inbox","inbox_notification","sourceType","String","","no","no","no","no","","",""
"Inbox","inbox_notification","sourceId","String","","no","no","no","no","","",""
"Inbox","inbox_notification","actorUserId","String","","yes","no","no","yes","user(id)","",""
"Inbox","inbox_notification","actorEmail","String","","yes","no","no","no","","",""
"Inbox","inbox_notification","readAt","DateTime","","yes","no","no","no","","",""
"Inbox","inbox_notification","archivedAt","DateTime","","yes","no","no","no","","",""
"Inbox","inbox_notification","createdAt","DateTime","","no","no","no","no","","now()",""
"Knowledge base","candidate_source","id","String","","no","yes","no","no","","cuid()",""
"Knowledge base","candidate_source","domain","String","","no","no","yes","no","","","discovered but not allowlisted — queued for human promotion"
"Knowledge base","candidate_source","discoveredFromUrl","String","","no","no","no","no","","",""
"Knowledge base","candidate_source","firstSeenAt","DateTime","","no","no","no","no","","now()",""
"Knowledge base","candidate_source","lastSeenAt","DateTime","","no","no","no","no","","now()",""
"Knowledge base","candidate_source","timesSeen","Int","","no","no","no","no","","1",""
"Knowledge base","candidate_source","status","String","","no","no","no","no","","""pending""","pending | promoted | rejected"
"Knowledge base","knowledge_blob","id","String","","no","yes","no","no","","cuid()",""
"Knowledge base","knowledge_blob","contentHash","String","","no","no","yes","no","","","sha256 of the fetched bytes"
"Knowledge base","knowledge_blob","contentType","String","","no","no","no","no","","",""
"Knowledge base","knowledge_blob","byteSize","Int","","no","no","no","no","","",""
"Knowledge base","knowledge_blob","blobUrl","String","","yes","no","no","no","","","private Vercel Blob snapshot for audit / re-extract"
"Knowledge base","knowledge_blob","firstSeenAt","DateTime","","no","no","no","no","","now()",""
"Knowledge base","knowledge_chunk","id","String","","no","yes","no","no","","","deterministic: sha256(documentId + revision + ordinal + text)"
"Knowledge base","knowledge_chunk","documentId","String","","no","no","no","yes","knowledge_document(id)","",""
"Knowledge base","knowledge_chunk","revision","Int","","no","no","no","no","","",""
"Knowledge base","knowledge_chunk","ordinal","Int","","no","no","no","no","","",""
"Knowledge base","knowledge_chunk","sectionPath","String","","no","no","no","no","","","breadcrumb, e.g. ""Winemaking > Brett > Sanitation"""
"Knowledge base","knowledge_chunk","text","String","Text","no","no","no","no","","",""
"Knowledge base","knowledge_chunk","tokenCount","Int","","no","no","no","no","","",""
"Knowledge base","knowledge_chunk","embeddingModel","String","","yes","no","no","no","","","e.g. ""voyage-4"""
"Knowledge base","knowledge_chunk","embeddingDim","Int","","yes","no","no","no","","","1024 (committed v1)"
"Knowledge base","knowledge_chunk","embeddedAt","DateTime","","yes","no","no","no","","",""
"Knowledge base","knowledge_chunk","createdAt","DateTime","","no","no","no","no","","now()",""
"Knowledge base","knowledge_document","id","String","","no","yes","no","no","","cuid()",""
"Knowledge base","knowledge_document","sourceId","String","","no","no","no","yes","knowledge_source(id)","",""
"Knowledge base","knowledge_document","canonicalUrl","String","","no","no","no","no","","",""
"Knowledge base","knowledge_document","blobId","String","","yes","no","no","yes","knowledge_blob(id)","",""
"Knowledge base","knowledge_document","canonicalTitle","String","","yes","no","no","no","","",""
"Knowledge base","knowledge_document","publisher","String","","no","no","no","no","","",""
"Knowledge base","knowledge_document","tier","Int","","no","no","no","no","","",""
"Knowledge base","knowledge_document","license","String","","no","no","no","no","","",""
"Knowledge base","knowledge_document","contentType","String","","no","no","no","no","","",""
"Knowledge base","knowledge_document","sitemapLastmod","DateTime","","yes","no","no","no","","",""
"Knowledge base","knowledge_document","publishedAt","DateTime","","yes","no","no","no","","",""
"Knowledge base","knowledge_document","etag","String","","yes","no","no","no","","",""
"Knowledge base","knowledge_document","lastModifiedHttp","String","","yes","no","no","no","","",""
"Knowledge base","knowledge_document","status","String","","no","no","no","no","","""active""","active | withdrawn (tombstoned, kept for audit)"
"Knowledge base","knowledge_document","activeRevision","Int","","no","no","no","no","","0","retrieval reads only chunks at this revision"
"Knowledge base","knowledge_document","indexedContentHash","String","","yes","no","no","no","","","contentHash the active chunk-set was built from (idempotency: skip re-embed if unchanged)"
"Knowledge base","knowledge_document","withdrawnAt","DateTime","","yes","no","no","no","","",""
"Knowledge base","knowledge_document","firstSeenAt","DateTime","","no","no","no","no","","now()",""
"Knowledge base","knowledge_document","lastSeenAt","DateTime","","no","no","no","no","","now()",""
"Knowledge base","knowledge_document","lastVerifiedAt","DateTime","","no","no","no","no","","now()",""
"Knowledge base","knowledge_document","retrievedAt","DateTime","","no","no","no","no","","now()",""
"Knowledge base","knowledge_source","id","String","","no","yes","no","no","","cuid()",""
"Knowledge base","knowledge_source","key","String","","no","no","yes","no","","","stable slug, e.g. ""awri"""
"Knowledge base","knowledge_source","publisher","String","","no","no","no","no","","","display name, e.g. ""AWRI"""
"Knowledge base","knowledge_source","homeDomain","String","","no","no","yes","no","","","e.g. ""awri.com.au"""
"Knowledge base","knowledge_source","tier","Int","","no","no","no","no","","","1 = peer-reviewed / official extension, 2 = reputable trade, 3 = other"
"Knowledge base","knowledge_source","license","String","","no","no","no","no","","","reuse/provenance note (we store paraphrasable text + a link back)"
"Knowledge base","knowledge_source","seedRoots","String[]","","no","no","no","no","","","sitemap/section roots to crawl"
"Knowledge base","knowledge_source","allowPrefixes","String[]","","no","no","no","no","","","path prefixes permitted"
"Knowledge base","knowledge_source","denyPrefixes","String[]","","no","no","no","no","","","path prefixes refused (e.g. paywalled sections)"
"Knowledge base","knowledge_source","crawlCadence","String","","no","no","no","no","","""weekly""",""
"Knowledge base","knowledge_source","defaultEnabled","Boolean","","no","no","no","no","","true","tenants get this unless a subscription row overrides"
"Knowledge base","knowledge_source","active","Boolean","","no","no","no","no","","true",""
"Knowledge base","knowledge_source","createdAt","DateTime","","no","no","no","no","","now()",""
"Knowledge base","knowledge_source","updatedAt","DateTime","","no","no","no","no","","",""
"Knowledge base","knowledge_source_subscription","tenantId","String","","no","no","no","yes","organization(id)","""""","Phase 12 tenant scope; FK + RLS at the DB level"
"Knowledge base","knowledge_source_subscription","id","String","","no","yes","no","no","","cuid()",""
"Knowledge base","knowledge_source_subscription","sourceId","String","","no","no","no","yes","knowledge_source(id)","",""
"Knowledge base","knowledge_source_subscription","enabled","Boolean","","no","no","no","no","","true",""
"Knowledge base","knowledge_source_subscription","createdAt","DateTime","","no","no","no","no","","now()",""
"Knowledge base","knowledge_source_subscription","updatedAt","DateTime","","no","no","no","no","","",""
"Knowledge base","knowledge_url_observation","id","String","","no","yes","no","no","","cuid()",""
"Knowledge base","knowledge_url_observation","documentId","String","","no","no","no","yes","knowledge_document(id)","",""
"Knowledge base","knowledge_url_observation","url","String","","no","no","yes","no","","",""
"Knowledge base","knowledge_url_observation","firstSeenAt","DateTime","","no","no","no","no","","now()",""
"Knowledge base","knowledge_url_observation","lastSeenAt","DateTime","","no","no","no","no","","now()",""
"Knowledge base","oauth_state","tenantId","String","","no","no","no","yes","organization(id)","""""",""
"Knowledge base","oauth_state","id","String","","no","yes","no","no","","cuid()",""
"Knowledge base","oauth_state","nonceHash","String","","no","no","no","no","","","SHA-256 of the random state nonce — the raw nonce is never stored (SEC-C1)"
"Knowledge base","oauth_state","userId","String","","no","no","no","no","","","the admin who initiated; admin is re-checked at consume time (SEC-C1)"
"Knowledge base","oauth_state","sessionId","String","","no","no","no","no","","",""
"Knowledge base","oauth_state","provider","AccountingProvider","","no","no","no","no","","",""
"Knowledge base","oauth_state","redirectUri","String","","no","no","no","no","","",""
"Knowledge base","oauth_state","pkceVerifier","String","","no","no","no","no","","","PKCE code_verifier (SEC-S1)"
"Knowledge base","oauth_state","expiresAt","DateTime","","no","no","no","no","","",""
"Knowledge base","oauth_state","createdAt","DateTime","","no","no","no","no","","now()",""
"Knowledge base","trusted_domain","id","String","","no","yes","no","no","","cuid()",""
"Knowledge base","trusted_domain","domain","String","","no","no","yes","no","","","crawler follows links only INTO these domains"
"Knowledge base","trusted_domain","sourceKey","String","","yes","no","no","no","","","optional link to a KnowledgeSource.key"
"Knowledge base","trusted_domain","note","String","","yes","no","no","no","","",""
"Knowledge base","trusted_domain","createdAt","DateTime","","no","no","no","no","","now()",""
"Lots & the operation ledger","lot","tenantId","String","","no","no","no","yes","organization(id)","""""","Phase 12 tenant scope (nullable U2 -> backfill U3 -> NOT NULL U5); FK+RLS at DB level"
"Lots & the operation ledger","lot","ownerId","String","","yes","no","no","yes","owner(tenantId id)","","Plan 093 Unit 2: owner-scope; nullable (Estate=NULL); maintained per Unit 4; composite FK -> owner(tenantId,id) in the migration (K11)"
"Lots & the operation ledger","lot","id","String","","no","yes","no","no","","cuid()",""
"Lots & the operation ledger","lot","code","String","","no","no","no","no","","",""
"Lots & the operation ledger","lot","displayName","String","","yes","no","no","no","","","Phase 1 (identity presentation): a MUTABLE, NON-unique free-text human label. Deliberately NO @@unique. Backfilled/left NULL; the presentation layer coalesces `displayName ?? code` (plan Q12), so a `code` rename never leaves a stale displayName. Identity stays on `id`; `code` is the mutable unique-per-tenant human code; see NAMING-1/2."
"Lots & the operation ledger","lot","form","LotForm","","no","no","no","no","","WINE","form is MUTABLE over the lot's life (D4) but ONLY via the Phase 6 domain transitions (crush→MUST, press/saignée→JUICE, AF-dry→WINE) — direct writes are banned; every change records a LotStateEvent. origin*/code/provenance stay immutable."
"Lots & the operation ledger","lot","afState","AlcoholicFermState","","no","no","no","no","","NONE","Phase 6: the two orthogonal fermentation vectors (council C1). The physical `form` is the third vector. A legal form×afState×mlfState matrix is validated in the domain layer (Unit 5). STUCK is DERIVED from the Brix trend (council C3), never stored here."
"Lots & the operation ledger","lot","mlfState","MalolacticState","","no","no","no","no","","NONE",""
"Lots & the operation ledger","lot","originVineyardId","String","","yes","no","no","no","","",""
"Lots & the operation ledger","lot","originBlockId","String","","yes","no","no","no","","",""
"Lots & the operation ledger","lot","originSubblockId","String","","yes","no","no","no","","",""
"Lots & the operation ledger","lot","originVarietyId","String","","yes","no","no","no","","",""
"Lots & the operation ledger","lot","vintageYear","Int","","yes","no","no","no","","",""
"Lots & the operation ledger","lot","status","String","","no","no","no","no","","""ACTIVE""","ACTIVE | DEPLETED | ARCHIVED | CORRECTED"
"Lots & the operation ledger","lot","isLegacy","Boolean","","no","no","no","no","","false",""
"Lots & the operation ledger","lot","productType","ProductType","","no","no","no","no","","WINE","Phase 14 (Fork 2A): TTB tax-class derivation inputs. Defaults keep grape-first behavior; d/f are reachable via the review-screen override. `taxAbvOverride` is the optional per-lot tax ABV used when no ALCOHOL AnalysisReading exists as-of the taxable event (abv resolver, Unit 2)."
"Lots & the operation ledger","lot","carbonation","CarbonationMethod","","no","no","no","no","","NONE",""
"Lots & the operation ledger","lot","taxAbvOverride","Decimal","Decimal(5, 2)","yes","no","no","no","","",""
"Lots & the operation ledger","lot","ownership","LotOwnership","","no","no","no","no","","ESTATE","Phase 8 (D19): who owns this wine. ESTATE (default) capitalizes cost to the winery's inventory asset; CUSTOM_CRUSH_CLIENT suppresses fruit/wine cost and bills supplies back (routing = Unit 16)."
"Lots & the operation ledger","lot","provenanceComplete","Boolean","","no","no","no","no","","true","Phase 5: false when this lot's source-vineyard set may be incomplete (a blend with a parent of unknown provenance). Contagious: a blend with any incomplete parent is itself incomplete (council C6). Drives the ""admin-only-visible"" NULL-source bucket."
"Lots & the operation ledger","lot","legacySnapshot","Json","","yes","no","no","no","","",""
"Lots & the operation ledger","lot","sublotTag","String","","yes","no","no","no","","","optional human variant tag in the lot code (experiments / differential picks)"
"Lots & the operation ledger","lot","note","String","","yes","no","no","no","","",""
"Lots & the operation ledger","lot","createdAt","DateTime","","no","no","no","no","","now()",""
"Lots & the operation ledger","lot","updatedAt","DateTime","","no","no","no","no","","",""
"Lots & the operation ledger","lot_code_event","tenantId","String","","no","no","no","yes","lot(tenantId id)","""""",""
"Lots & the operation ledger","lot_code_event","ownerId","String","","yes","no","no","yes","owner(tenantId id)","","Plan 093 Unit 2: owner-scope; nullable (Estate=NULL); maintained per Unit 4; composite FK -> owner(tenantId,id) in the migration (K11)"
"Lots & the operation ledger","lot_code_event","id","String","","no","yes","no","no","","cuid()",""
"Lots & the operation ledger","lot_code_event","lotId","String","","no","no","no","yes","lot(tenantId id)","",""
"Lots & the operation ledger","lot_code_event","field","String","","no","no","no","no","","","code | displayName (CHECK-constrained in migration)"
"Lots & the operation ledger","lot_code_event","fromValue","String","","yes","no","no","no","","",""
"Lots & the operation ledger","lot_code_event","toValue","String","","no","no","no","no","","",""
"Lots & the operation ledger","lot_code_event","actorUserId","String","","yes","no","no","no","","",""
"Lots & the operation ledger","lot_code_event","actorEmail","String","","yes","no","no","no","","","email snapshot (provenance), mirrors the ledger actor shape"
"Lots & the operation ledger","lot_code_event","observedAt","DateTime","","no","no","no","no","","now()",""
"Lots & the operation ledger","lot_code_event","commandId","String","","no","no","no","no","","","idempotency; UNIQUE per tenant (see @@unique below)"
"Lots & the operation ledger","lot_code_event","createdAt","DateTime","","no","no","no","no","","now()",""
"Lots & the operation ledger","lot_cost_state","tenantId","String","","no","no","no","yes","lot(tenantId id)","""""",""
"Lots & the operation ledger","lot_cost_state","lotId","String","","no","yes","no","yes","lot(tenantId id)","",""
"Lots & the operation ledger","lot_cost_state","totalCost","Decimal","Decimal(18, 8)","no","no","no","no","","",""
"Lots & the operation ledger","lot_cost_state","volumeL","Decimal","Decimal(10, 2)","no","no","no","no","","",""
"Lots & the operation ledger","lot_cost_state","costPerL","Decimal","Decimal(18, 8)","yes","no","no","no","","","totalCost / volumeL; NULL at zero volume (D9)"
"Lots & the operation ledger","lot_cost_state","basisCompleteness","CostBasisCompleteness","","no","no","no","no","","UNKNOWN",""
"Lots & the operation ledger","lot_cost_state","computedThroughOpId","Int","","no","no","no","no","","0","watermark: max cost-affecting opId folded in"
"Lots & the operation ledger","lot_cost_state","basisVersion","Int","","no","no","no","no","","1",""
"Lots & the operation ledger","lot_cost_state","componentBreakdown","Json","","yes","no","no","no","","","{ MATERIAL: n, FRUIT: n, … } cached decomposition"
"Lots & the operation ledger","lot_cost_state","updatedAt","DateTime","","no","no","no","no","","",""
"Lots & the operation ledger","lot_harvest_source","tenantId","String","","no","no","no","yes","lot(tenantId id)","""""","Phase 12 tenant scope (nullable U2 -> backfill U3 -> NOT NULL U5); FK+RLS at DB level"
"Lots & the operation ledger","lot_harvest_source","ownerId","String","","yes","no","no","yes","owner(tenantId id)","","Plan 093 Unit 2: owner-scope; nullable (Estate=NULL); maintained per Unit 4; composite FK -> owner(tenantId,id) in the migration (K11)"
"Lots & the operation ledger","lot_harvest_source","id","String","","no","yes","no","no","","cuid()",""
"Lots & the operation ledger","lot_harvest_source","lotId","String","","no","no","no","yes","lot(tenantId id)","",""
"Lots & the operation ledger","lot_harvest_source","harvestPickId","String","","no","no","no","yes","harvest_pick(tenantId id)","",""
"Lots & the operation ledger","lot_harvest_source","consumedKg","Decimal","Decimal(12, 3)","no","no","no","no","","",""
"Lots & the operation ledger","lot_harvest_source","createdAt","DateTime","","no","no","no","no","","now()",""
"Lots & the operation ledger","lot_identifier","tenantId","String","","no","no","no","yes","lot(tenantId id)","""""",""
"Lots & the operation ledger","lot_identifier","ownerId","String","","yes","no","no","yes","owner(tenantId id)","","Plan 093 Unit 2: owner-scope; nullable (Estate=NULL); maintained per Unit 4; composite FK -> owner(tenantId,id) in the migration (K11)"
"Lots & the operation ledger","lot_identifier","id","String","","no","yes","no","no","","cuid()",""
"Lots & the operation ledger","lot_identifier","lotId","String","","no","no","no","yes","lot(tenantId id)","",""
"Lots & the operation ledger","lot_identifier","kind","String","","no","no","no","no","","","current-code | source-system-id | spreadsheet-alias | ttb-label | prior-code(Phase-3 imports only)"
"Lots & the operation ledger","lot_identifier","sourceSystem","String","","yes","no","no","no","","","e.g. ""innovint"" | ""vintrace"" | null for app-native identifiers"
"Lots & the operation ledger","lot_identifier","sourceObjectType","String","","yes","no","no","no","","",""
"Lots & the operation ledger","lot_identifier","value","String","","no","no","no","no","","",""
"Lots & the operation ledger","lot_identifier","validFrom","DateTime","","yes","no","no","no","","",""
"Lots & the operation ledger","lot_identifier","validTo","DateTime","","yes","no","no","no","","",""
"Lots & the operation ledger","lot_identifier","isCurrent","Boolean","","no","no","no","no","","false",""
"Lots & the operation ledger","lot_identifier","createdAt","DateTime","","no","no","no","no","","now()",""
"Lots & the operation ledger","lot_identifier","updatedAt","DateTime","","no","no","no","no","","",""
"Lots & the operation ledger","lot_lineage","tenantId","String","","no","no","no","yes","lot(tenantId id)","""""","Phase 12 tenant scope (nullable U2 -> backfill U3 -> NOT NULL U5); FK+RLS at DB level"
"Lots & the operation ledger","lot_lineage","id","String","","no","yes","no","no","","cuid()",""
"Lots & the operation ledger","lot_lineage","parentLotId","String","","no","no","no","yes","lot(tenantId id)","",""
"Lots & the operation ledger","lot_lineage","childLotId","String","","no","no","no","yes","lot(tenantId id)","",""
"Lots & the operation ledger","lot_lineage","fraction","Decimal","Decimal(6, 5)","yes","no","no","no","","",""
"Lots & the operation ledger","lot_lineage","kind","String","","no","no","no","no","","","SPLIT | BLEND | TOPPING"
"Lots & the operation ledger","lot_lineage","createdAt","DateTime","","no","no","no","no","","now()",""
"Lots & the operation ledger","lot_operation","tenantId","String","","no","no","no","yes","organization(id)","""""","Phase 12 tenant scope (nullable U2 -> backfill U3 -> NOT NULL U5); FK+RLS at DB level"
"Lots & the operation ledger","lot_operation","id","Int","","no","yes","no","no","","autoincrement()",""
"Lots & the operation ledger","lot_operation","type","OperationType","","no","no","no","no","","",""
"Lots & the operation ledger","lot_operation","observedAt","DateTime","","no","no","no","no","","now()",""
"Lots & the operation ledger","lot_operation","enteredAt","DateTime","","no","no","no","no","","now()",""
"Lots & the operation ledger","lot_operation","actorUserId","String","","yes","no","no","no","","",""
"Lots & the operation ledger","lot_operation","enteredBy","String","","no","no","no","no","","","email snapshot (provenance)"
"Lots & the operation ledger","lot_operation","captureMethod","CaptureMethod","","no","no","no","no","","MANUAL",""
"Lots & the operation ledger","lot_operation","note","String","","yes","no","no","no","","",""
"Lots & the operation ledger","lot_operation","correctsOperationId","Int","","yes","no","yes","yes","lot_operation(id)","",""
"Lots & the operation ledger","lot_operation","batchId","String","","yes","no","no","no","","","Phase 3: groups the per-vessel ops of one group fan-out (D13)"
"Lots & the operation ledger","lot_operation","commandId","String","","yes","no","yes","no","","","Phase 6: client-generated idempotency key for mutating transforms (crush/press/saignée). UNIQUE so a double-tap on a flaky crush-pad network is a no-op success, not a duplicate lot (council S4). Nullable: pre-Phase-6 ops have none; Postgres allows many NULLs."
"Lots & the operation ledger","lot_operation","metadata","Json","","yes","no","no","no","","",""
"Lots & the operation ledger","lot_operation","createdAt","DateTime","","no","no","no","no","","now()",""
"Lots & the operation ledger","lot_operation_line","tenantId","String","","no","no","no","yes","vessel(tenantId id)","""""","Phase 12 tenant scope (nullable U2 -> backfill U3 -> NOT NULL U5); FK+RLS at DB level"
"Lots & the operation ledger","lot_operation_line","ownerId","String","","yes","no","no","yes","owner(tenantId id)","","Plan 093 Unit 2: owner-scope; nullable (Estate=NULL); maintained per Unit 4; composite FK -> owner(tenantId,id) in the migration (K11)"
"Lots & the operation ledger","lot_operation_line","id","Int","","no","yes","no","no","","autoincrement()",""
"Lots & the operation ledger","lot_operation_line","operationId","Int","","no","no","no","yes","lot_operation(id)","",""
"Lots & the operation ledger","lot_operation_line","lotId","String","","no","no","no","yes","lot(tenantId id)","",""
"Lots & the operation ledger","lot_operation_line","vesselId","String","","yes","no","no","yes","vessel(tenantId id)","","null = ""outside the cellar"""
"Lots & the operation ledger","lot_operation_line","deltaL","Decimal","Decimal(10, 2)","no","no","no","no","","","signed; CHECK(deltaL <> 0) in migration"
"Lots & the operation ledger","lot_operation_line","reason","String","","yes","no","no","no","","",""
"Lots & the operation ledger","lot_operation_line","bucket","LedgerBucket","","no","no","no","no","","EXTERNAL","Phase 7 (K3): the explicit account this leg touches. VESSEL (vesselId set) | EXTERNAL (left the cellar) | BOTTLE_STORAGE (wine-in-bottle). A BOTTLE_STORAGE leg carries BOTH deltaL and bottleDelta; every other leg has bottleDelta NULL. The pairing is enforced by a DB CHECK (bucket='BOTTLE_STORAGE' ⇔ bottleDelta IS NOT NULL). Backfilled on existing rows: VESSEL where vesselId is set, else EXTERNAL."
"Lots & the operation ledger","lot_operation_line","bottleDelta","Int","","yes","no","no","no","","","signed bottle-count change on a BOTTLE_STORAGE leg (else NULL)"
"Lots & the operation ledger","lot_operation_line","lotCode","String","","no","no","no","no","","",""
"Lots & the operation ledger","lot_operation_line","vesselCode","String","","yes","no","no","no","","",""
"Lots & the operation ledger","lot_operation_line","sourceBondId","String","","yes","no","no","yes","bond(tenantId id)","","Phase 2 (BOND-1): line-level, time-aware bond affiliation. A bond-moving op (TRANSFER_IN_BOND, RETURN_TO_BOND) stamps these with an EXPLICIT, non-null, source≠dest bond (enforced in the core, not the schema). Legacy/origination lines leave them NULL and the bond derives to the tenant's primary bond (OQ-3). The authoritative bond of a position is DERIVED point-in-time from these (deriveBond), never a mutable Lot column. Composite (tenantId, bondId) → bond(tenantId, id) FKs live in raw SQL (M2) — no Prisma @relation (Phase-1 Surprise 1: composite relations blow TS depth)."
"Lots & the operation ledger","lot_operation_line","destBondId","String","","yes","no","no","yes","bond(tenantId id)","",""
"Lots & the operation ledger","lot_state_event","tenantId","String","","no","no","no","yes","organization(id)","""""","Phase 12 tenant scope (nullable U2 -> backfill U3 -> NOT NULL U5); FK+RLS at DB level"
"Lots & the operation ledger","lot_state_event","ownerId","String","","yes","no","no","yes","owner(tenantId id)","","Plan 093 Unit 2: owner-scope; nullable (Estate=NULL); maintained per Unit 4; composite FK -> owner(tenantId,id) in the migration (K11)"
"Lots & the operation ledger","lot_state_event","id","String","","no","yes","no","no","","cuid()",""
"Lots & the operation ledger","lot_state_event","lotId","String","","no","no","no","yes","lot(id)","",""
"Lots & the operation ledger","lot_state_event","vesselId","String","","yes","no","no","yes","vessel(id)","","snapshot context (the vessel the lot sat in at the transition)"
"Lots & the operation ledger","lot_state_event","kind","String","","no","no","no","no","","","FORM | AF | MLF — which vector changed (validated in code)"
"Lots & the operation ledger","lot_state_event","fromValue","String","","no","no","no","no","","","the prior enum value as text (durable across enum edits)"
"Lots & the operation ledger","lot_state_event","toValue","String","","no","no","no","no","","","the new enum value as text"
"Lots & the operation ledger","lot_state_event","observedAt","DateTime","","no","no","no","no","","",""
"Lots & the operation ledger","lot_state_event","enteredAt","DateTime","","no","no","no","no","","now()",""
"Lots & the operation ledger","lot_state_event","enteredById","String","","yes","no","no","no","","","actor id snapshot (no FK; matches LotOperation.actorUserId)"
"Lots & the operation ledger","lot_state_event","enteredByEmail","String","","no","no","no","no","","","durable provenance snapshot"
"Lots & the operation ledger","lot_state_event","captureMethod","CaptureMethod","","no","no","no","no","","MANUAL",""
"Lots & the operation ledger","lot_state_event","note","String","","yes","no","no","no","","",""
"Lots & the operation ledger","lot_state_event","operationId","Int","","yes","no","no","yes","lot_operation(id)","","set when a transform (crush/press/saignée/AF-dry) drove this transition"
"Lots & the operation ledger","lot_state_event","commandId","String","","yes","no","yes","no","","","idempotency for a standalone phase mutation (duplicate=success)"
"Lots & the operation ledger","lot_state_event","createdAt","DateTime","","no","no","no","no","","now()",""
"Lots & the operation ledger","lot_tasting_note","tenantId","String","","no","no","no","yes","organization(id)","""""","Phase 12 tenant scope (nullable U2 -> backfill U3 -> NOT NULL U5); FK+RLS at DB level"
"Lots & the operation ledger","lot_tasting_note","ownerId","String","","yes","no","no","yes","owner(tenantId id)","","Plan 093 Unit 2: owner-scope; nullable (Estate=NULL); maintained per Unit 4; composite FK -> owner(tenantId,id) in the migration (K11)"
"Lots & the operation ledger","lot_tasting_note","id","String","","no","yes","no","no","","cuid()",""
"Lots & the operation ledger","lot_tasting_note","lotId","String","","no","no","no","yes","lot(id)","",""
"Lots & the operation ledger","lot_tasting_note","vesselId","String","","yes","no","no","yes","vessel(id)","",""
"Lots & the operation ledger","lot_tasting_note","observedAt","DateTime","","no","no","no","no","","",""
"Lots & the operation ledger","lot_tasting_note","enteredAt","DateTime","","no","no","no","no","","now()",""
"Lots & the operation ledger","lot_tasting_note","enteredById","String","","yes","no","no","no","","",""
"Lots & the operation ledger","lot_tasting_note","enteredByEmail","String","","no","no","no","no","","",""
"Lots & the operation ledger","lot_tasting_note","captureMethod","CaptureMethod","","no","no","no","no","","MANUAL",""
"Lots & the operation ledger","lot_tasting_note","appearance","String","","yes","no","no","no","","",""
"Lots & the operation ledger","lot_tasting_note","aroma","String","","yes","no","no","no","","",""
"Lots & the operation ledger","lot_tasting_note","flavor","String","","yes","no","no","no","","",""
"Lots & the operation ledger","lot_tasting_note","tannin","Int","","yes","no","no","no","","","1–5 structure scores"
"Lots & the operation ledger","lot_tasting_note","acidity","Int","","yes","no","no","no","","",""
"Lots & the operation ledger","lot_tasting_note","body","Int","","yes","no","no","no","","",""
"Lots & the operation ledger","lot_tasting_note","finish","Int","","yes","no","no","no","","",""
"Lots & the operation ledger","lot_tasting_note","score","Int","","yes","no","no","no","","",""
